,number of pieces,number of blocks,average branching facotr,depth of search tree,relative error,runtime(in ms),space used(in MB),preprocess time(in ms)
747,1.0,27.0,4.0,1.0,0.0,104.6008,8053.0,69.2595
748,1.0,27.0,2.0,2.0,0.0,106.4756,8053.0,67.4447
749,1.0,27.0,1.8,5.0,0.0,110.0594,8053.0,65.942
750,1.0,27.0,2.0,2.0,0.0,110.892,8053.0,66.7046
751,1.0,27.0,1.0,1.0,0.0,106.2284,8053.0,70.6585
752,1.0,27.0,1.8,5.0,0.0,108.947,8053.0,68.5058
753,1.0,28.0,1.5,2.0,0.0,104.2845,8053.0,68.501
754,1.0,28.0,2.5,2.0,0.0,106.8658,8053.0,68.8712
755,1.0,28.0,1.3333333333333333,3.0,0.0,111.0563,8053.0,67.4387
756,1.0,28.0,1.25,4.0,0.0,108.4514,8053.0,69.7492
757,1.0,28.0,1.5,4.0,1.0,108.4678,8053.0,68.9025
758,1.0,28.0,1.6,4.0,0.0,109.6362,8053.0,66.3397
759,1.0,28.0,1.3333333333333333,3.0,0.0,110.2291,8053.0,67.1929
760,1.0,28.0,2.0,2.0,0.0,107.9308,8053.0,68.3924
761,1.0,28.0,1.0,7.0,0.0,111.2724,8053.0,67.0924
762,1.0,28.0,2.0,2.0,0.0,105.6613,8053.0,67.1355
763,1.0,28.0,1.75,4.0,0.0,107.2197,8053.0,70.4157
764,1.0,28.0,2.0,1.0,0.0,101.902,8053.0,68.9608
765,1.0,28.0,3.0,1.0,0.0,104.8715,8053.0,66.0188
766,1.0,28.0,2.0,1.0,0.0,100.7507,8053.0,66.8585
767,1.0,29.0,2.5,2.0,0.0,104.2198,8053.0,67.1285
768,1.0,29.0,2.0,2.0,0.0,104.952,8053.0,66.1746
769,1.0,29.0,2.0,1.0,0.0,102.5836,8053.0,66.641
770,1.0,29.0,1.5,2.0,0.0,105.9887,8053.0,66.3904
771,1.0,29.0,1.0,1.0,0.0,105.0755,8053.0,65.9348
772,1.0,29.0,1.1666666666666667,5.0,0.0,102.9048,8053.0,67.3713
773,1.0,29.0,1.6,5.0,0.0,105.9076,8053.0,67.0638
774,1.0,30.0,1.0,1.0,0.0,102.6634,8053.0,66.3728
775,1.0,30.0,2.0,3.0,0.0,114.3421,8053.0,85.9973
776,1.0,30.0,1.5,2.0,0.0,107.7023,8053.0,66.8409
777,1.0,30.0,2.0,1.0,0.0,108.5399,8053.0,68.7195
778,1.0,30.0,2.5,2.0,0.0,110.2611,8053.0,67.946
779,1.0,30.0,1.4,5.0,0.0,112.8606,8053.0,69.215
780,1.0,30.0,3.0,1.0,0.0,176.6864,8053.0,67.1137
781,1.0,31.0,1.6666666666666667,3.0,0.0,109.434,8053.0,71.6349
782,1.0,31.0,2.0,1.0,0.0,102.3093,8053.0,67.7389
783,1.0,31.0,1.0,1.0,0.0,103.6181,8053.0,68.3724
784,1.0,31.0,2.0,2.0,0.0,104.8987,8053.0,69.625
785,1.0,31.0,2.0,1.0,0.0,102.2181,8053.0,70.7078
786,1.0,31.0,1.2,5.0,0.0,105.9465,8053.0,67.4659
787,1.0,32.0,2.0,1.0,0.0,105.5372,8053.0,66.9671
788,1.0,32.0,1.0,1.0,0.0,101.8021,8053.0,66.4209
789,1.0,32.0,3.0,1.0,0.0,104.0264,8053.0,68.6005
790,1.0,32.0,2.0,1.0,0.0,109.4494,8053.0,69.1637
791,1.0,32.0,1.0,3.0,0.0,134.4635,8053.0,67.3066
792,1.0,32.0,1.5,2.0,0.0,108.8052,8053.0,69.6131
793,1.0,33.0,1.0,2.0,0.0,105.4866,8053.0,68.1262
794,1.0,33.0,1.3333333333333333,3.0,0.0,108.7173,8053.0,66.6922
795,1.0,33.0,2.0,1.0,0.0,106.9773,8053.0,69.2288
796,1.0,34.0,1.0,2.0,0.0,103.6998,8053.0,68.6195
797,1.0,34.0,1.0,1.0,0.0,103.3254,8053.0,66.6887
798,1.0,34.0,1.0,1.0,0.0,105.3149,8053.0,66.9352
799,1.0,34.0,1.0,1.0,0.0,103.4709,8053.0,67.7138
800,1.0,35.0,1.0,2.0,0.0,102.2924,8053.0,67.1111
801,1.0,35.0,1.0,1.0,0.0,105.4935,8053.0,70.1502
802,1.0,35.0,1.0,1.0,0.0,101.7198,8053.0,66.1478
803,1.0,35.0,1.0,1.0,0.0,107.4331,8053.0,66.3759
804,1.0,36.0,1.0,1.0,0.0,106.7311,8053.0,71.204
805,1.0,36.0,1.0,1.0,0.0,103.6438,8053.0,66.5073
806,1.0,36.0,1.0,1.0,0.0,102.496,8053.0,72.3458
807,1.0,36.0,1.0,1.0,0.0,103.7694,8053.0,67.4167
